LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,target
35320.9158424462,2,1,1,51.733639461525236,0,1,-1,8764.491665993337,10058.554169575978,3366.9561233274894,5018.963730909417,0
14257.773844631332,2,1,1,29.105476000612818,1,0,-2,42243.13555316928,35001.626566945764,19546.18263713638,1881.39166327469,0
90604.41772573607,1,1,2,21.0,-2,0,-1,81248.02604517648,86318.75823394595,37149.238501583946,26201.724029052773,0
66273.56814357525,2,2,2,43.16837011430981,0,-1,-1,1366.4268739509419,1154.918888003571,376.8747229951504,306.6446472604182,0
68379.308985377,2,1,2,21.19401294100349,1,0,0,7717.6856995591925,8704.998821137724,304.92698750228874,2572.2756958264085,0
17544.39906152893,1,1,2,30.63844558492515,0,3,0,2888.051308550334,3226.145292030751,105.83236812862506,861.0015006825996,0
111550.80861640962,1,3,2,32.42379514489006,0,-2,1,5076.95806150713,5084.268950676619,1022.3868856041117,147.21531983366015,0
11831.481123461035,1,2,2,34.30366546699892,3,-2,0,102992.76699288582,109627.32004303542,37739.30564962578,54590.31732905837,0
58074.71644379054,2,2,1,41.89164457074335,-1,-2,0,17473.057178214418,19378.470938286093,4345.060378775346,9507.824312152014,0
209476.0099162863,2,2,1,28.163657177136123,-2,4,2,34426.721212382334,34196.80400747344,10799.013572380703,8965.580373284756,0
16441.61565931513,2,3,2,32.262707478332395,0,0,3,12674.166574969628,14732.237863686863,5344.183152534256,1534.7227557898204,0
23085.542073945264,2,1,2,34.857296470506114,2,5,2,3125.46023059552,3046.736149882271,63.03363134554292,278.68813832066985,1
39329.14366324134,2,2,2,36.49597957518788,2,0,-1,30143.92944161053,34870.76905636589,13923.73095397686,994.6630955505409,0
24275.417134199844,2,2,1,35.978271747079226,0,0,-1,60059.465720271975,62047.29106641902,9936.760237002616,18982.09533669585,0
10503.557151918994,2,1,2,39.3600577522258,2,1,0,19552.316694737026,18975.470670007333,457.4006153834332,4537.381816231223,0
38363.063200806064,2,2,1,43.43839509641737,1,-1,-1,24027.378599308166,19261.284082747556,10036.578865304678,4009.349765720161,0
15524.225666736877,2,4,1,38.92634115650968,-2,0,-1,3035.8245177270883,2787.561978175569,1417.963847667144,732.0323700930645,0
53043.83597285762,1,3,2,39.535855235092185,1,0,-1,31201.965224512904,35793.914668271034,11991.258642602825,15621.411589183072,0
17404.091697956184,2,1,2,21.0,-1,-1,6,67185.75920836822,65269.96505292714,27025.990424148662,2307.901949880315,0
125485.75485926044,1,1,2,35.50227699165681,-1,-1,-1,21709.442195927528,21027.49240797701,9457.80916856755,5720.416470986944,0
19407.160330019167,2,3,2,39.79507548001609,-1,-2,0,1546.6709175242731,1540.1196408723135,403.9622412125114,539.824944273459,0
28067.028040606187,2,2,2,42.2894119457045,-1,-1,-2,95106.76683367635,86977.19377476482,32358.31222625958,42213.894631553696,0
69620.46036588201,1,1,2,28.076492257662057,-1,-1,1,4299.316465900596,4284.786959881531,615.7730014088006,1584.7116467505236,0
13565.818289351819,1,2,1,28.40960725111355,-1,1,0,21276.196514674913,20218.881175078226,2656.3386127446815,5541.131409776949,0
43563.1961421719,2,1,1,29.258993247164018,-1,-1,-2,41922.230340751456,48788.12796958824,12764.116948288032,18704.60526283726,0
103333.22128210888,2,1,2,40.36413899891343,-2,-1,5,48802.75213505589,50051.45392689,17925.440368516214,24952.10696283708,0
10036.797942541923,1,3,1,45.33881054924208,0,-2,1,1540.6070805296315,1746.5252201402948,305.91877763469466,776.0984834798381,0
42095.96142096037,2,1,1,30.925398927083982,1,0,1,15377.500402967418,16526.962994979156,3077.7381253156836,736.2454775961843,0
44707.9329332771,1,1,1,44.07962313627049,2,0,5,14203.247761821167,12570.459352437443,6776.6078941898295,3612.9256924237634,0
67877.39196974493,1,1,2,36.23479809164594,2,2,0,75119.37736217241,86166.90203345813,19473.210983566747,33884.0207634977,0
13499.92530296534,1,2,2,33.757142228375635,0,2,1,23166.632102210704,19342.013864315166,11424.442482974087,6497.712449363306,0
12627.531002954482,1,1,2,32.88615770182031,1,-1,-1,75943.21684614338,74382.9744092654,32763.52386936079,15507.654934134378,0
55135.73056017129,2,2,2,42.46611364602157,-1,-2,1,25537.44587936076,22872.92419800064,8167.611316776618,3687.6228659589437,0
46054.821544783605,2,2,1,38.2557781678707,-2,-1,-2,12222.093731753479,12405.696089972047,55.82803652095633,3889.216332750224,0
44373.347217297785,2,3,2,57.75825427647638,0,5,-2,16858.854811422778,15510.48076757354,2494.479667804843,3198.018595458443,0
47913.78684683491,2,1,2,26.477753570026756,0,0,0,83142.91724391481,90553.48733610842,17362.06130382301,17748.371778061024,0
21077.89674425971,1,3,1,40.181017020299755,2,-2,-2,2817.715692063445,3310.160764222266,919.7234075869064,1384.8749821646009,0
43730.58219543941,2,1,2,29.707989901884872,0,-2,0,39622.22242309422,42936.066272407836,7835.75158769797,6776.501084564217,0
45910.906336421685,1,2,2,26.307130130113563,-1,0,0,6290.908724323142,5926.8170139354625,2603.8822503065953,1911.1730813806926,0
20506.94453526654,2,2,2,34.89132862965028,2,-1,0,4861.124646660588,5055.705669462932,1611.232576934625,2207.911192230259,0
161558.0191635084,2,1,1,36.37352479407036,0,2,-2,45620.46277623618,52710.35881962525,7918.801873627307,16386.91034441088,0
53054.04217605148,1,2,2,64.18173555060093,2,0,-1,4629.92197083474,4204.0217265172005,1815.9342152325985,1035.844409884118,0
14002.02445732509,2,1,2,33.15854184316798,1,0,0,21004.451287395703,17796.691510668014,3183.122871931299,314.13566772254626,0
61404.77543388732,1,1,2,23.698212705153168,-1,0,0,7429.9194272617,6332.561901556174,233.24971643949098,2158.050195489681,0
16651.484720213135,1,2,1,37.73010717494385,-2,-1,-2,789.7180357067766,788.0921674821948,68.13540577121393,393.0712244806807,0
68163.71628611829,1,2,2,21.0,-1,0,0,23700.68373120976,25901.39897424333,32.4757762378044,10469.74115207703,0
91754.92685855384,1,1,2,34.08043217395734,-2,1,1,15546.41784724098,16524.33567451655,6470.032625974743,5242.066118725171,0
18834.66144754326,1,1,1,35.160252822951605,-1,-1,-2,1350.0587414921024,1325.1579883140132,423.3166533833449,310.8452922828891,0
78487.9903893201,1,1,1,42.94600382945212,0,0,0,5777.304770046524,6307.194634567368,1648.1764003283604,707.4281862256083,0
50525.060593525784,2,2,2,44.736222494278465,3,2,-1,1527.8387895590668,1609.7125878101758,505.75150193386287,557.0484447415175,1
70097.90088503026,1,2,1,29.964303810922825,3,-1,3,32145.503657588855,33794.320546861825,10505.1236734659,2995.898916987881,0
165617.20096871658,2,1,2,33.49385985370067,1,0,-1,70656.95619803273,62245.28505407911,19978.252275515464,27607.29183317234,0
29842.520180356118,2,1,1,27.338791693893292,-2,-1,-1,37026.48424794092,34250.733621998705,15595.741143129075,6062.184403558473,0
19870.888863957658,2,2,1,23.71937445192306,-1,1,3,43781.04272432223,41056.53661977089,9652.559942781143,8207.127962573237,0
17825.556345061523,1,2,2,38.098947793806346,0,-2,-1,7176.761481893003,8061.486107143905,2887.9627200972723,870.8082183045561,0
18908.21517642974,1,2,1,22.264144514034008,-2,0,0,25753.185658485036,28587.174278656203,10129.161663419996,6884.682791540275,0
34143.19688681622,2,3,2,30.85373099428137,2,-2,-2,13215.129729530068,11907.745090966471,1318.2411437419587,4051.3393073684138,0
47711.206188129276,2,1,2,25.048260401007624,3,-2,7,16686.8692939055,13717.622952193302,3785.945102996709,2076.7052475544447,1
45313.15376743898,2,3,2,40.496831862902596,-1,1,2,42146.956421106224,46661.46543586715,17594.926028948925,16374.385330436215,0
70385.78465401354,1,1,2,53.01430099266488,1,0,0,54752.861150869096,52778.82731188032,22745.849478262615,16376.80075325909,0
36695.21020875951,2,4,2,21.984120171966687,-2,3,-2,8369.022181234592,7431.032783701811,100.45572580627974,1383.6147355409666,0
116172.01524383313,1,1,1,21.0,0,0,-2,2467.1680327088666,2089.2145391113486,275.1510658750381,326.75755299493454,0
29386.02597646393,2,2,2,33.751131146499326,-2,0,0,10669.180725611273,8590.03330971473,2261.196271431131,3699.4239159764456,0
320018.8992767274,2,2,1,35.15697795957758,-1,1,-1,10268.867843185179,9972.013911555205,242.11091130941358,59.50803810577309,0
59906.1157492827,1,2,1,37.18659306757298,1,-1,0,18798.21985962477,17593.357840975128,2449.6394810031234,6297.59268539503,0
18293.003711205096,2,3,2,30.53679484765655,1,-2,0,36300.80158196558,39153.61116500716,4688.2455999501735,8168.497806101672,0
15417.923905140671,1,2,2,32.99360701174568,0,-1,2,1342.7857345892094,1598.80955159443,144.05968121334288,573.7262302964699,0
53422.0003776968,2,4,1,38.67510410540602,0,-1,-1,5972.397628466263,5271.913313574434,1184.5025717945337,1337.7823322981144,0
30370.583525660368,2,2,1,45.40430892644839,0,-1,0,4202.076861225105,3770.1641057427955,1708.1668805030238,158.08418244665808,0
64292.637110172596,2,2,2,21.0,1,4,1,59938.39396275259,56037.66506490201,7315.889800179936,27515.960316295037,0
53028.781889842205,1,1,1,31.31060560968538,5,2,0,10404.096772305067,10262.341515117996,3027.942320976308,441.5143659538705,0
34260.106137520765,1,4,2,37.13808793941063,3,4,2,7219.490897043451,7790.404469590795,2012.7148653019985,617.1357742550997,0
18445.30278665013,2,2,2,25.82023895389264,1,8,-1,25487.974481071953,23979.407762919695,10423.614076257778,5039.695544270145,1
10808.868356208312,2,2,1,52.311696317673,0,0,1,6557.6814299098305,5519.470730178265,1291.8612925291366,2606.9105617767113,0
25407.20408906853,2,2,1,28.64590119771263,0,-1,4,13118.336559595504,14327.016208037152,1466.4241884261535,2099.4253417663494,0
72050.24742236626,1,2,2,34.58707312992717,-2,0,-1,117816.71582019558,131702.20175932156,52518.0174746388,37447.027986507164,0
43099.858598283114,1,3,2,40.56022096842291,-1,3,-1,113953.80075056151,102451.24282245304,47458.74183137824,26710.906316471086,0
13405.34754736578,2,1,1,29.087152111981055,2,0,-2,8193.847217885035,7003.30168123455,2546.2530980275687,1156.0613453992694,0
41712.02521523124,2,1,1,21.0,2,0,0,10733.938651841689,10853.30456419771,500.4128716225013,3778.7539915143443,0
49427.088534285656,2,1,1,30.713454730834666,0,-2,0,6356.071641844361,5614.481561619089,51.22303859516437,1407.7255047975118,0
17906.410407447667,2,2,1,45.2944055592704,0,0,-2,1324.7269874098117,1258.0473490713857,120.96388209570574,363.7559795446105,0
41067.81832943303,2,1,2,31.631048732148614,-2,0,1,46324.544301479174,51463.997153227676,4554.595805835426,5407.719001343953,0
38046.598918329255,1,1,2,26.535656985410213,-1,-1,2,244167.6943177078,216782.53361029035,16633.60889240386,100429.82643408088,0
14554.038027155226,1,1,2,44.256722095027214,0,3,3,7846.796786452326,8808.058460839353,1028.6419708989347,486.95813993441743,0
48350.40553235461,2,2,2,31.692251039769474,0,-2,0,5013.289308524633,5362.254326280272,846.9665558096432,1850.699582233212,0
56875.93644556017,2,2,1,29.898391863497828,4,6,0,9629.473634732076,8549.916672478801,3632.4223395001054,3787.1689629853463,0
86373.91457281294,2,1,1,36.4945608966331,-2,-2,3,14795.158197270839,14951.422297115889,5248.746142794005,628.1141205710048,0
84376.28364486886,2,3,2,42.70750209618787,0,4,0,3419.8906906641137,3575.9345061729696,178.48293527956451,51.40767681804983,0
12062.593605207414,1,3,2,58.81713531732546,-1,0,0,7706.5496241032415,6782.6145888544415,3765.061689797686,1129.8267261182211,0
17149.76874193514,1,1,2,43.27236107657423,8,1,0,45155.92162479402,38742.865638841606,16981.77060612219,15302.423320128783,1
54831.943504017014,2,2,2,46.59839966388344,2,-1,0,15566.193546378368,15760.259986266394,1272.0168740237025,5652.941410651515,0
54777.16892841607,2,2,2,29.940338010121447,0,0,-2,61356.91966502943,66114.31840837398,3819.3630505606693,27178.17766452937,0
54832.48827732034,2,1,1,24.741318940305238,8,3,-2,20696.531885092594,20407.350338995606,905.958461465673,4055.946033919145,0
500000.0,2,1,2,35.62331349619123,0,-2,0,3616.6348660785497,2994.6304481566335,1323.306203219932,1487.970507214331,0
57337.63013615332,2,2,2,36.07169915259596,-1,-2,0,6692.770734111774,7831.111197772888,790.7058883965669,1433.50880929877,0
90079.91611492724,1,2,3,24.214872586354026,0,-1,2,17999.413918509013,19403.11942240581,656.6905740532828,7813.473218413035,0
77901.57195495287,2,1,2,33.24705470095987,-1,-1,0,3473.412672839922,3641.7985588212537,732.5906821707352,638.7831611146231,0
61151.70365840968,2,2,2,38.99317601719131,0,-2,-1,2972.671494245462,3143.4538639134526,1053.3638125202317,343.33395861636257,0
28219.954252056592,2,2,2,38.6039339501808,4,0,0,3195.0542168926404,3065.469975937453,486.5371303654811,516.0244676487731,0
66647.67067570848,2,2,2,40.042878533842725,1,-1,-1,24809.086728226528,29616.100327619053,5986.997932556125,2853.182001912778,0
19569.74105107831,1,1,3,37.90964730137443,-1,0,-2,8608.556947795489,7343.716178183361,829.326718039331,474.07582514798406,0
